PART_ID,STRT_NUM,STRT_DSC,COMP_STRT,POST_CD,CITY_NAME,CNTR_NAME,STRT_VALD_DTTM,END_VALD_DTTM,EXEC_ID
2551,19,NomVoie3711911,NULL,#5836,Ville21,Pays3,1998-11-05 15:59:56,1998-11-05 15:59:56,12345
3760,84,NomVoie7517715,NULL,#9786,Ville25,Pays3,2016-08-02 07:46:02,2016-08-02 07:46:02,12345
3987,99,NomVoie2918848,NULL,#0700,Ville6,Pays3,2023-03-06 11:52:59,2023-03-06 11:52:59,12345
1828,82,NomVoie438403,NULL,#9645,Ville3,Pays2,2002-10-23 19:34:20,2002-10-23 19:34:20,12345
4249,11,NomVoie8720203,NULL,#6281,Ville7,Pays3,2009-02-02 17:58:27,2009-02-02 17:58:27,12345
6196,60,NomVoie1829456,NULL,#4868,Ville20,Pays1,2010-03-11 10:41:12,2010-03-11 10:41:12,12345
5684,78,NomVoie8526929,NULL,#6867,Ville11,Pays2,2008-01-02 11:10:44,2008-01-02 11:10:44,12345
2486,98,NomVoie9911608,NULL,#2233,Ville21,Pays2,2015-06-14 22:32:39,2015-06-14 22:32:39,12345
8273,78,NomVoie1339082,NULL,#5696,Ville15,Pays1,2015-05-03 15:09:26,2015-05-03 15:09:26,12345
3796,25,NomVoie1517888,NULL,#5581,Ville20,Pays2,2009-04-24 09:33:44,2009-04-24 09:33:44,12345
10347,2,NomVoie2348893,NULL,#1560,Ville19,Pays2,2016-08-12 14:23:14,2016-08-12 14:23:14,12345
5826,27,NomVoie8527574,NULL,#9154,Ville21,Pays2,2013-11-03 02:04:51,2013-11-03 02:04:51,12345
2148,1,NomVoie479999,NULL,#4649,Ville23,Pays1,2005-05-25 23:10:36,2005-05-25 23:10:36,12345
5010,78,NomVoie6023832,NULL,#9289,Ville19,Pays2,2022-04-03 17:44:49,2022-04-03 17:44:49,12345
462,12,NomVoie581582,NULL,#4775,Ville18,Pays3,2018-09-11 22:32:46,2018-09-11 22:32:46,12345
1466,92,NomVoie456486,NULL,#8418,Ville20,Pays2,2008-10-22 12:12:13,2008-10-22 12:12:13,12345
6686,95,NomVoie4531807,NULL,#9550,Ville5,Pays3,2012-02-27 04:58:29,2012-02-27 04:58:29,12345
8514,14,NomVoie4840223,NULL,#0616,Ville4,Pays2,2018-04-26 10:44:55,2018-04-26 10:44:55,12345
4724,61,NomVoie9422460,NULL,#3957,Ville15,Pays1,2017-01-09 20:02:18,2017-01-09 20:02:18,12345
2571,83,NomVoie1912057,NULL,#1913,Ville5,Pays2,2016-03-08 16:48:19,2016-03-08 16:48:19,12345
6354,37,NomVoie1730267,NULL,#0618,Ville20,Pays2,2000-03-21 15:58:53,2000-03-21 15:58:53,12345
8167,72,NomVoie2238579,NULL,#2207,Ville20,Pays2,2002-11-16 10:32:38,2002-11-16 10:32:38,12345
7123,37,NomVoie4633627,NULL,#1760,Ville2,Pays1,2005-03-02 10:51:09,2005-03-02 10:51:09,12345
9316,22,NomVoie8644060,NULL,#5597,Ville6,Pays1,2009-09-23 12:50:48,2009-09-23 12:50:48,12345
10276,96,NomVoie5148588,NULL,#4701,Ville5,Pays3,2021-02-16 12:15:10,2021-02-16 12:15:10,12345
7080,82,NomVoie6633445,NULL,#1921,Ville7,Pays2,2018-09-07 11:17:33,2018-09-07 11:17:33,12345
5908,37,NomVoie1727962,NULL,#6381,Ville6,Pays3,2002-05-01 02:17:40,2002-05-01 02:17:40,12345
2371,45,NomVoie5510998,NULL,#3963,Ville23,Pays2,2016-08-19 10:24:29,2016-08-19 10:24:29,12345
6428,95,NomVoie5930583,NULL,#8051,Ville2,Pays3,1998-07-23 04:54:09,1998-07-23 04:54:09,12345
5378,42,NomVoie3225493,NULL,#6335,Ville12,Pays3,1999-11-10 06:19:05,1999-11-10 06:19:05,12345
7783,36,NomVoie2036733,NULL,#4264,Ville23,Pays3,2017-08-07 16:12:53,2017-08-07 16:12:53,12345
5876,42,NomVoie6427811,NULL,#9521,Ville9,Pays2,1998-11-23 01:52:50,1998-11-23 01:52:50,12345
7509,53,NomVoie9035408,NULL,#6617,Ville14,Pays1,2015-11-22 20:24:58,2015-11-22 20:24:58,12345
1341,13,NomVoie145866,NULL,#6260,Ville25,Pays2,2003-06-02 21:54:18,2003-06-02 21:54:18,12345
9698,60,NomVoie7945793,NULL,#5434,Ville16,Pays2,2012-05-19 22:10:46,2012-05-19 22:10:46,12345
10160,77,NomVoie8748045,NULL,#5440,Ville7,Pays4,1998-10-16 18:18:42,1998-10-16 18:18:42,12345
9660,31,NomVoie5045628,NULL,#8946,Ville12,Pays3,2014-03-24 13:54:54,2014-03-24 13:54:54,12345
8133,46,NomVoie4538424,NULL,#4942,Ville1,Pays4,2014-02-19 22:55:22,2014-02-19 22:55:22,12345
1260,50,NomVoie315413,NULL,#7959,Ville11,Pays1,2001-03-02 11:17:50,2001-03-02 11:17:50,12345
198,49,NomVoie53417,NULL,#7016,Ville7,Pays3,2019-08-23 22:52:09,2019-08-23 22:52:09,12345
4870,20,NomVoie723141,NULL,#7626,Ville7,Pays5,2009-06-25 12:51:36,2009-06-25 12:51:36,12345
1605,30,NomVoie137180,NULL,#8507,Ville7,Pays2,2021-09-10 12:16:21,2021-09-10 12:16:21,12345
5575,33,NomVoie2426478,NULL,#3164,Ville24,Pays2,2000-05-02 16:19:38,2000-05-02 16:19:38,12345
3071,22,NomVoie7414401,NULL,#7923,Ville5,Pays1,2012-11-26 02:17:39,2012-11-26 02:17:39,12345
2464,32,NomVoie6411497,NULL,#3909,Ville7,Pays3,2019-10-11 05:46:04,2019-10-11 05:46:04,12345
3711,34,NomVoie1417440,NULL,#8663,Ville6,Pays3,2005-04-16 08:32:24,2005-04-16 08:32:24,12345
2201,1,NomVoie4610271,NULL,#6938,Ville13,Pays3,2015-07-26 05:26:36,2015-07-26 05:26:36,12345
4163,12,NomVoie119752,NULL,#8694,Ville12,Pays1,2000-08-09 02:14:34,2000-08-09 02:14:34,12345
6553,79,NomVoie031167,NULL,#9717,Ville20,Pays1,2023-07-27 18:25:15,2023-07-27 18:25:15,12345
6910,60,NomVoie532795,NULL,#3054,Ville8,Pays1,1999-11-11 22:13:14,1999-11-11 22:13:14,12345
2203,78,NomVoie2110282,NULL,#2125,Ville6,Pays2,2023-01-10 15:37:58,2023-01-10 15:37:58,12345
2455,13,NomVoie8611457,NULL,#8908,Ville4,Pays2,2016-09-05 11:31:09,2016-09-05 11:31:09,12345
3763,60,NomVoie717719,NULL,#9259,Ville11,Pays1,2001-11-12 07:05:35,2001-11-12 07:05:35,12345
5291,50,NomVoie1825042,NULL,#3722,Ville17,Pays2,2019-01-12 07:55:31,2019-01-12 07:55:31,12345
7127,62,NomVoie7933646,NULL,#4663,Ville12,Pays3,2002-05-10 05:29:40,2002-05-10 05:29:40,12345
1287,56,NomVoie55569,NULL,#0444,Ville8,Pays3,2015-01-13 16:47:28,2015-01-13 16:47:28,12345
2824,54,NomVoie9713250,NULL,#3794,Ville20,Pays1,2021-08-17 15:56:45,2021-08-17 15:56:45,12345
6183,91,NomVoie7629376,NULL,#2840,Ville22,Pays2,1999-03-03 09:35:33,1999-03-03 09:35:33,12345
209,34,NomVoie8452,NULL,#9611,Ville1,Pays2,2004-10-10 09:48:19,2004-10-10 09:48:19,12345
4237,35,NomVoie7020139,NULL,#4123,Ville1,Pays1,2007-08-21 15:11:36,2007-08-21 15:11:36,12345
5872,58,NomVoie8527792,NULL,#5397,Ville11,Pays4,2001-05-15 16:12:41,2001-05-15 16:12:41,12345
357,70,NomVoie591050,NULL,#4425,Ville6,Pays4,1997-09-21 16:08:07,1997-09-21 16:08:07,12345
832,20,NomVoie473373,NULL,#7255,Ville10,Pays3,2020-01-21 14:05:46,2020-01-21 14:05:46,12345
453,38,NomVoie921527,NULL,#7600,Ville2,Pays3,2003-09-01 07:04:09,2003-09-01 07:04:09,12345
7461,6,NomVoie2335169,NULL,#0556,Ville22,Pays1,2013-09-27 13:26:22,2013-09-27 13:26:22,12345
7911,3,NomVoie3137361,NULL,#3703,Ville3,Pays2,2014-09-05 19:03:20,2014-09-05 19:03:20,12345
7257,50,NomVoie4234206,NULL,#2542,Ville6,Pays3,2019-07-24 08:51:54,2019-07-24 08:51:54,12345
6089,69,NomVoie3628879,NULL,#2453,Ville7,Pays1,2020-07-21 10:57:32,2020-07-21 10:57:32,12345
7485,68,NomVoie1135297,NULL,#9989,Ville4,Pays2,2002-02-13 18:07:17,2002-02-13 18:07:17,12345
3127,64,NomVoie5714670,NULL,#0039,Ville13,Pays1,2014-06-13 04:12:16,2014-06-13 04:12:16,12345
7068,77,NomVoie2433409,NULL,#2866,Ville19,Pays2,2021-06-05 20:01:03,2021-06-05 20:01:03,12345
3190,10,NomVoie6914998,NULL,#9494,Ville12,Pays2,2014-04-13 12:12:35,2014-04-13 12:12:35,12345
6506,6,NomVoie7530897,NULL,#8533,Ville10,Pays1,2016-07-17 21:08:26,2016-07-17 21:08:26,12345
8943,73,NomVoie6542313,NULL,#1995,Ville15,Pays1,2008-07-12 08:16:35,2008-07-12 08:16:35,12345
7543,47,NomVoie6235557,NULL,#0095,Ville1,Pays2,2010-04-24 22:25:09,2010-04-24 22:25:09,12345
1080,29,NomVoie324575,NULL,#8392,Ville23,Pays1,2005-10-04 07:21:38,2005-10-04 07:21:38,12345
6817,25,NomVoie5432380,NULL,#1222,Ville3,Pays1,2006-07-08 08:33:12,2006-07-08 08:33:12,12345
1371,60,NomVoie126020,NULL,#4908,Ville14,Pays1,2006-09-19 22:56:02,2006-09-19 22:56:02,12345
4549,87,NomVoie7421650,NULL,#4857,Ville21,Pays2,2010-05-17 16:37:25,2010-05-17 16:37:25,12345
9768,84,NomVoie4346157,NULL,#5622,Ville11,Pays2,2018-07-27 01:59:44,2018-07-27 01:59:44,12345
3470,62,NomVoie316431,NULL,#9639,Ville2,Pays3,2000-10-06 14:14:56,2000-10-06 14:14:56,12345
3002,62,NomVoie4514093,NULL,#4966,Ville10,Pays1,2005-02-03 22:45:54,2005-02-03 22:45:54,12345
269,81,NomVoie80701,NULL,#8695,Ville18,Pays3,2011-10-02 08:50:21,2011-10-02 08:50:21,12345
7098,27,NomVoie1233536,NULL,#0458,Ville24,Pays3,2007-08-17 08:25:12,2007-08-17 08:25:12,12345
8686,36,NomVoie941104,NULL,#6047,Ville1,Pays2,2023-04-23 16:16:31,2023-04-23 16:16:31,12345
2500,1,NomVoie911665,NULL,#6378,Ville24,Pays2,2011-10-21 08:09:22,2011-10-21 08:09:22,12345
7924,61,NomVoie5237431,NULL,#6297,Ville11,Pays3,2007-11-01 12:22:53,2007-11-01 12:22:53,12345
1031,61,NomVoie444374,NULL,#3524,Ville3,Pays2,2019-04-01 14:14:21,2019-04-01 14:14:21,12345
5989,16,NomVoie6028362,NULL,#6370,Ville8,Pays3,2006-04-12 01:55:37,2006-04-12 01:55:37,12345
5728,84,NomVoie4227132,NULL,#6045,Ville19,Pays3,2002-03-14 02:23:35,2002-03-14 02:23:35,12345
306,12,NomVoie29847,NULL,#5512,Ville5,Pays1,2023-03-03 03:33:27,2023-03-03 03:33:27,12345
5737,23,NomVoie8727210,NULL,#5983,Ville8,Pays1,2009-08-05 03:01:44,2009-08-05 03:01:44,12345
9612,95,NomVoie845372,NULL,#6362,Ville10,Pays2,2003-06-18 21:40:23,2003-06-18 21:40:23,12345
743,44,NomVoie462917,NULL,#0381,Ville21,Pays3,2004-02-21 14:07:27,2004-02-21 14:07:27,12345
777,14,NomVoie383087,NULL,#3448,Ville13,Pays1,2019-01-07 17:21:49,2019-01-07 17:21:49,12345
10233,1,NomVoie7848385,NULL,#5673,Ville5,Pays2,2001-03-12 20:52:29,2001-03-12 20:52:29,12345
4941,37,NomVoie8623494,NULL,#1188,Ville11,Pays2,2004-09-13 11:59:39,2004-09-13 11:59:39,12345
733,42,NomVoie592842,NULL,#7780,Ville23,Pays3,1997-08-02 14:47:08,1997-08-02 14:47:08,12345
7632,5,NomVoie2636030,NULL,#0500,Ville18,Pays2,2021-03-11 12:29:09,2021-03-11 12:29:09,12345
6688,57,NomVoie6631809,NULL,#8352,Ville14,Pays1,2012-10-20 03:42:50,2012-10-20 03:42:50,12345
2948,59,NomVoie6113845,NULL,#0603,Ville22,Pays2,1999-07-13 20:20:15,1999-07-13 20:20:15,12345
9293,81,NomVoie9643906,NULL,#8756,Ville20,Pays1,2013-05-26 12:23:58,2013-05-26 12:23:58,12345
6819,96,NomVoie1732385,NULL,#9687,Ville19,Pays3,2001-06-07 20:08:25,2001-06-07 20:08:25,12345
1731,24,NomVoie07871,NULL,#1032,Ville4,Pays4,2014-01-23 05:28:41,2014-01-23 05:28:41,12345
8384,42,NomVoie6939535,NULL,#5656,Ville15,Pays2,2010-08-25 02:41:45,2010-08-25 02:41:45,12345
7444,54,NomVoie5335069,NULL,#8206,Ville3,Pays2,2020-02-22 08:06:17,2020-02-22 08:06:17,12345
9741,1,NomVoie6246015,NULL,#6989,Ville8,Pays3,2020-02-14 20:52:33,2020-02-14 20:52:33,12345
3718,6,NomVoie9817488,NULL,#9691,Ville25,Pays1,2019-07-14 08:50:58,2019-07-14 08:50:58,12345
3720,13,NomVoie6417497,NULL,#5026,Ville1,Pays2,2015-08-04 06:45:39,2015-08-04 06:45:39,12345
6165,43,NomVoie7229279,NULL,#5830,Ville3,Pays2,2010-04-24 06:02:41,2010-04-24 06:02:41,12345
2040,51,NomVoie99418,NULL,#7530,Ville8,Pays4,2003-10-12 17:46:52,2003-10-12 17:46:52,12345
10311,16,NomVoie5448730,NULL,#0411,Ville4,Pays1,2009-01-23 01:23:18,2009-01-23 01:23:18,12345
5398,13,NomVoie2425572,NULL,#5535,Ville4,Pays1,2022-05-12 16:13:44,2022-05-12 16:13:44,12345
4890,36,NomVoie3423230,NULL,#8725,Ville4,Pays1,1999-05-14 09:46:52,1999-05-14 09:46:52,12345
3491,98,NomVoie9516527,NULL,#4608,Ville23,Pays3,2011-08-12 09:31:56,2011-08-12 09:31:56,12345
6197,64,NomVoie6929458,NULL,#4582,Ville15,Pays1,2017-04-01 13:34:23,2017-04-01 13:34:23,12345
1758,64,NomVoie397977,NULL,#9377,Ville20,Pays2,2004-02-12 07:01:45,2004-02-12 07:01:45,12345
10146,4,NomVoie7948014,NULL,#8341,Ville3,Pays1,2023-07-21 08:48:38,2023-07-21 08:48:38,12345
7195,67,NomVoie4033949,NULL,#5646,Ville14,Pays2,2017-08-03 18:10:53,2017-08-03 18:10:53,12345
1507,39,NomVoie436678,NULL,#8136,Ville20,Pays1,2018-10-09 04:14:58,2018-10-09 04:14:58,12345
5013,75,NomVoie1823849,NULL,#2085,Ville2,Pays1,2001-02-03 19:59:39,2001-02-03 19:59:39,12345
1326,5,NomVoie35782,NULL,#9892,Ville2,Pays3,2011-09-26 22:52:07,2011-09-26 22:52:07,12345
5902,52,NomVoie427919,NULL,#6955,Ville14,Pays2,2018-08-16 06:59:50,2018-08-16 06:59:50,12345
293,5,NomVoie19807,NULL,#4678,Ville20,Pays2,2009-04-18 12:59:04,2009-04-18 12:59:04,12345
9974,26,NomVoie3247157,NULL,#6875,Ville20,Pays1,1997-01-26 11:43:30,1997-01-26 11:43:30,12345
8117,92,NomVoie4538369,NULL,#5735,Ville24,Pays1,2012-11-09 20:54:51,2012-11-09 20:54:51,12345
7494,55,NomVoie4935336,NULL,#0915,Ville14,Pays1,2021-03-23 05:36:43,2021-03-23 05:36:43,12345
189,51,NomVoie51393,NULL,#5922,Ville2,Pays2,2017-02-07 22:07:01,2017-02-07 22:07:01,12345
4320,12,NomVoie2220541,NULL,#8395,Ville5,Pays2,2008-02-01 03:24:39,2008-02-01 03:24:39,12345
2952,91,NomVoie7213867,NULL,#4151,Ville19,Pays1,2012-04-03 22:28:06,2012-04-03 22:28:06,12345
6026,20,NomVoie6728551,NULL,#3823,Ville12,Pays1,2019-06-27 11:28:09,2019-06-27 11:28:09,12345
9875,58,NomVoie3646626,NULL,#8201,Ville2,Pays2,2014-05-22 19:42:22,2014-05-22 19:42:22,12345
8776,69,NomVoie1741539,NULL,#6312,Ville18,Pays2,2003-04-15 19:21:06,2003-04-15 19:21:06,12345
5821,22,NomVoie1627561,NULL,#3088,Ville11,Pays1,2022-11-15 22:22:47,2022-11-15 22:22:47,12345
4140,61,NomVoie2819656,NULL,#9877,Ville8,Pays1,2006-04-19 03:13:24,2006-04-19 03:13:24,12345
6369,64,NomVoie2630322,NULL,#5710,Ville16,Pays1,1997-09-13 23:59:28,1997-09-13 23:59:28,12345
6719,2,NomVoie4231970,NULL,#4040,Ville20,Pays3,1998-05-06 03:57:30,1998-05-06 03:57:30,12345
6905,68,NomVoie3632778,NULL,#5057,Ville16,Pays3,2013-03-27 12:59:07,2013-03-27 12:59:07,12345
6417,23,NomVoie3430532,NULL,#9811,Ville19,Pays3,1999-06-19 22:17:28,1999-06-19 22:17:28,12345
6945,26,NomVoie1832947,NULL,#8716,Ville11,Pays1,2021-11-01 13:04:44,2021-11-01 13:04:44,12345
10048,96,NomVoie4247569,NULL,#2768,Ville18,Pays4,2002-09-06 11:18:23,2002-09-06 11:18:23,12345
6899,9,NomVoie9532740,NULL,#0721,Ville18,Pays1,2000-05-25 18:22:35,2000-05-25 18:22:35,12345
8759,77,NomVoie1141460,NULL,#9788,Ville8,Pays1,1999-09-14 15:05:13,1999-09-14 15:05:13,12345
8100,26,NomVoie4438218,NULL,#3236,Ville11,Pays3,2017-04-08 02:57:53,2017-04-08 02:57:53,12345
9797,37,NomVoie5146308,NULL,#3239,Ville16,Pays2,2016-01-21 21:13:40,2016-01-21 21:13:40,12345
974,8,NomVoie974056,NULL,#8178,Ville6,Pays3,2015-05-13 21:05:19,2015-05-13 21:05:19,12345
7223,25,NomVoie4734051,NULL,#4191,Ville3,Pays2,2020-01-14 22:05:28,2020-01-14 22:05:28,12345
6504,50,NomVoie2630895,NULL,#0290,Ville10,Pays1,2000-09-14 17:46:21,2000-09-14 17:46:21,12345
2857,42,NomVoie9313385,NULL,#3611,Ville8,Pays2,2011-11-13 08:08:25,2011-11-13 08:08:25,12345
7674,6,NomVoie1136226,NULL,#3181,Ville18,Pays2,2006-06-07 19:54:27,2006-06-07 19:54:27,12345
7805,53,NomVoie1136835,NULL,#7225,Ville10,Pays1,2007-08-05 18:33:31,2007-08-05 18:33:31,12345
150,4,NomVoie0177,NULL,#2619,Ville2,Pays1,2005-11-20 15:18:24,2005-11-20 15:18:24,12345
10015,65,NomVoie9647415,NULL,#8394,Ville10,Pays1,2008-11-20 10:53:19,2008-11-20 10:53:19,12345
2223,11,NomVoie7110372,NULL,#1123,Ville10,Pays1,2003-04-19 03:26:19,2003-04-19 03:26:19,12345
3607,21,NomVoie2117000,NULL,#4280,Ville14,Pays1,2003-04-22 12:40:38,2003-04-22 12:40:38,12345
730,48,NomVoie702832,NULL,#0043,Ville1,Pays1,2000-07-16 22:07:27,2000-07-16 22:07:27,12345
7733,80,NomVoie7636518,NULL,#3792,Ville2,Pays1,1999-08-06 18:40:58,1999-08-06 18:40:58,12345
10261,62,NomVoie4748501,NULL,#7381,Ville12,Pays1,2020-10-10 23:28:22,2020-10-10 23:28:22,12345
1123,43,NomVoie684782,NULL,#3680,Ville9,Pays2,2022-06-01 05:30:28,2022-06-01 05:30:28,12345
654,82,NomVoie372487,NULL,#3071,Ville15,Pays2,2010-03-25 14:44:33,2010-03-25 14:44:33,12345
9854,16,NomVoie6946537,NULL,#2645,Ville14,Pays1,2018-05-10 11:54:58,2018-05-10 11:54:58,12345
261,56,NomVoie33669,NULL,#5500,Ville11,Pays1,2005-01-25 08:21:07,2005-01-25 08:21:07,12345
9055,92,NomVoie1842852,NULL,#4613,Ville9,Pays1,2003-06-24 11:25:05,2003-06-24 11:25:05,12345
5367,36,NomVoie9325437,NULL,#7798,Ville17,Pays1,2017-08-02 07:07:30,2017-08-02 07:07:30,12345
8361,1,NomVoie6639458,NULL,#4149,Ville12,Pays2,2013-10-24 05:51:36,2013-10-24 05:51:36,12345
8812,58,NomVoie541695,NULL,#7981,Ville18,Pays1,2018-10-21 08:57:13,2018-10-21 08:57:13,12345
9858,34,NomVoie4246548,NULL,#7755,Ville16,Pays2,2022-07-06 16:36:27,2022-07-06 16:36:27,12345
5019,31,NomVoie3123876,NULL,#6989,Ville12,Pays2,2008-05-17 14:23:20,2008-05-17 14:23:20,12345
3934,50,NomVoie9918559,NULL,#3561,Ville13,Pays5,2006-04-03 14:04:40,2006-04-03 14:04:40,12345
7151,6,NomVoie9833730,NULL,#8854,Ville13,Pays2,2019-09-22 22:06:32,2019-09-22 22:06:32,12345
2085,29,NomVoie19626,NULL,#9197,Ville2,Pays1,2016-10-24 03:56:04,2016-10-24 03:56:04,12345
5026,53,NomVoie7323901,NULL,#0577,Ville7,Pays2,2000-02-02 01:08:34,2000-02-02 01:08:34,12345
10423,94,NomVoie3349155,NULL,#8787,Ville16,Pays2,1999-09-17 05:42:40,1999-09-17 05:42:40,12345
6524,77,NomVoie5631025,NULL,#2941,Ville15,Pays2,2012-05-15 11:14:11,2012-05-15 11:14:11,12345
3946,32,NomVoie1018642,NULL,#1255,Ville8,Pays2,2008-08-11 10:10:49,2008-08-11 10:10:49,12345
405,68,NomVoie331279,NULL,#7031,Ville18,Pays1,2018-06-23 05:15:48,2018-06-23 05:15:48,12345
6371,54,NomVoie8930325,NULL,#5235,Ville23,Pays2,2019-01-07 20:52:55,2019-01-07 20:52:55,12345
3606,90,NomVoie4316995,NULL,#8748,Ville10,Pays2,2003-07-07 07:31:05,2003-07-07 07:31:05,12345
8571,62,NomVoie2940522,NULL,#5050,Ville23,Pays3,2013-01-14 11:30:09,2013-01-14 11:30:09,12345
2860,40,NomVoie6713396,NULL,#3360,Ville23,Pays1,1999-11-25 20:19:56,1999-11-25 20:19:56,12345
5892,36,NomVoie9327871,NULL,#7131,Ville14,Pays1,2008-10-10 08:35:01,2008-10-10 08:35:01,12345
3692,12,NomVoie5317349,NULL,#2351,Ville16,Pays2,2015-02-24 19:11:12,2015-02-24 19:11:12,12345
1158,35,NomVoie804952,NULL,#8959,Ville8,Pays3,2001-01-17 18:01:23,2001-01-17 18:01:23,12345
3979,76,NomVoie3018782,NULL,#8335,Ville10,Pays3,2014-03-10 17:46:20,2014-03-10 17:46:20,12345
6405,23,NomVoie7930484,NULL,#3937,Ville12,Pays1,2012-06-16 05:32:01,2012-06-16 05:32:01,12345
5607,7,NomVoie4126616,NULL,#5747,Ville2,Pays3,2009-02-13 23:55:44,2009-02-13 23:55:44,12345
9046,4,NomVoie6742807,NULL,#4623,Ville12,Pays2,2012-07-19 22:26:58,2012-07-19 22:26:58,12345
1125,98,NomVoie184787,NULL,#7799,Ville15,Pays2,1997-09-08 22:08:16,1997-09-08 22:08:16,12345
5425,68,NomVoie7525695,NULL,#4074,Ville2,Pays1,2000-04-17 04:17:43,2000-04-17 04:17:43,12345
1314,48,NomVoie315722,NULL,#1093,Ville24,Pays1,2010-11-24 14:10:33,2010-11-24 14:10:33,12345
7427,22,NomVoie7034997,NULL,#6264,Ville14,Pays1,2008-10-22 14:10:52,2008-10-22 14:10:52,12345
2690,69,NomVoie5912624,NULL,#7669,Ville8,Pays1,1999-04-09 16:35:12,1999-04-09 16:35:12,12345
1008,75,NomVoie604256,NULL,#6496,Ville24,Pays2,2018-11-08 07:18:12,2018-11-08 07:18:12,12345
3134,60,NomVoie5314700,NULL,#2519,Ville25,Pays2,2005-04-21 07:38:05,2005-04-21 07:38:05,12345
5829,56,NomVoie7527577,NULL,#2903,Ville23,Pays4,2016-05-07 23:09:44,2016-05-07 23:09:44,12345
9060,84,NomVoie3542869,NULL,#2518,Ville1,Pays2,2020-09-03 07:57:41,2020-09-03 07:57:41,12345
2566,28,NomVoie6212006,NULL,#2874,Ville10,Pays1,2010-03-26 03:42:50,2010-03-26 03:42:50,12345
587,13,NomVoie322187,NULL,#5120,Ville19,Pays1,1997-08-01 05:43:16,1997-08-01 05:43:16,12345
4571,78,NomVoie2321777,NULL,#4441,Ville4,Pays2,2002-06-27 06:09:30,2002-06-27 06:09:30,12345
4974,40,NomVoie5523656,NULL,#7837,Ville10,Pays2,2006-03-17 08:51:28,2006-03-17 08:51:28,12345
1459,98,NomVoie76436,NULL,#9889,Ville9,Pays1,2003-08-15 06:46:56,2003-08-15 06:46:56,12345
2558,60,NomVoie7411940,NULL,#7873,Ville21,Pays1,2015-05-26 22:24:32,2015-05-26 22:24:32,12345
1941,57,NomVoie368972,NULL,#5504,Ville12,Pays1,2016-11-05 23:28:01,2016-11-05 23:28:01,12345
6976,20,NomVoie6133045,NULL,#1836,Ville13,Pays2,2004-07-26 12:43:57,2004-07-26 12:43:57,12345
9728,69,NomVoie245950,NULL,#1377,Ville2,Pays4,2021-02-09 10:53:26,2021-02-09 10:53:26,12345
6352,54,NomVoie6730261,NULL,#5375,Ville14,Pays1,2012-09-25 14:12:25,2012-09-25 14:12:25,12345
7039,70,NomVoie7133265,NULL,#6935,Ville13,Pays4,2006-07-25 22:30:02,2006-07-25 22:30:02,12345
2672,73,NomVoie2012509,NULL,#2067,Ville9,Pays3,2001-08-20 22:21:36,2001-08-20 22:21:36,12345
6830,84,NomVoie3032466,NULL,#0125,Ville13,Pays1,2004-02-12 14:34:05,2004-02-12 14:34:05,12345
9906,80,NomVoie4746766,NULL,#0055,Ville3,Pays2,2003-04-26 17:45:43,2003-04-26 17:45:43,12345
6652,85,NomVoie9531627,NULL,#2356,Ville1,Pays3,2022-06-01 17:20:46,2022-06-01 17:20:46,12345
2212,16,NomVoie5410329,NULL,#6579,Ville6,Pays3,2016-04-15 20:34:26,2016-04-15 20:34:26,12345
9299,49,NomVoie6843936,NULL,#5359,Ville23,Pays4,1999-05-24 23:22:54,1999-05-24 23:22:54,12345
8966,16,NomVoie7242465,NULL,#8286,Ville18,Pays2,2002-05-26 13:52:38,2002-05-26 13:52:38,12345
1227,95,NomVoie355305,NULL,#4987,Ville12,Pays3,2014-08-18 05:47:13,2014-08-18 05:47:13,12345
8103,11,NomVoie6838232,NULL,#2064,Ville1,Pays3,2007-04-22 20:02:42,2007-04-22 20:02:42,12345
955,55,NomVoie353915,NULL,#2579,Ville17,Pays1,2019-07-07 16:04:31,2019-07-07 16:04:31,12345
10358,3,NomVoie2848932,NULL,#8161,Ville2,Pays1,2012-08-12 06:08:45,2012-08-12 06:08:45,12345
3463,48,NomVoie8816400,NULL,#1872,Ville15,Pays1,2017-11-17 07:19:18,2017-11-17 07:19:18,12345
4453,38,NomVoie7921240,NULL,#6005,Ville4,Pays2,2020-09-10 09:55:07,2020-09-10 09:55:07,12345
5444,91,NomVoie2925800,NULL,#2967,Ville7,Pays4,2023-05-15 01:06:33,2023-05-15 01:06:33,12345
6929,6,NomVoie2232871,NULL,#2021,Ville17,Pays4,1997-01-12 15:59:49,1997-01-12 15:59:49,12345
5214,58,NomVoie1724698,NULL,#1725,Ville6,Pays2,2006-06-22 06:08:08,2006-06-22 06:08:08,12345
1357,87,NomVoie945951,NULL,#5697,Ville12,Pays4,2017-05-10 13:23:24,2017-05-10 13:23:24,12345
10195,1,NomVoie4248229,NULL,#8692,Ville9,Pays2,2015-10-19 19:11:03,2015-10-19 19:11:03,12345
8187,53,NomVoie2138640,NULL,#0512,Ville13,Pays1,2017-03-22 10:13:23,2017-03-22 10:13:23,12345
9893,2,NomVoie9846704,NULL,#9496,Ville3,Pays2,2016-10-01 08:46:23,2016-10-01 08:46:23,12345
9183,37,NomVoie1143428,NULL,#0791,Ville4,Pays2,2003-05-03 10:15:51,2003-05-03 10:15:51,12345
5890,30,NomVoie1427865,NULL,#1670,Ville13,Pays2,2006-04-17 10:58:28,2006-04-17 10:58:28,12345
